Link,ID,Date,Name,price,condition,vin,cyliners,drive,fuel,odometer,paint,size,title,transmision,type
https://orangecounty.craigslist.org/cto/d/laguna-niguel-bmw-330ci/6787731141.html,6787731141,2019-01-05 11:01,2001 bmw 330ci,6700,,,,, gas, 116000,,, clean, automatic,
https://sandiego.craigslist.org/nsd/cto/d/laguna-niguel-2010-bmw-328i/6777437979.html,6777437979,2018-12-20 16:19,2010 bmw 3 series 328i,7200, like new,, 6 cylinders, rwd, gas, 128000, white, mid-size, clean, automatic,
https://losangeles.craigslist.org/lgb/cto/d/laguna-niguel-2010-bmw-328i/6776615995.html,6776615995,2018-12-19 14:24,2010 bmw 3 series 328i,7200, like new,, 6 cylinders, rwd, gas, 128000, white,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/san-juan-capistrano-2010-ford-edge/6772025563.html,6772025563,2018-12-13 13:23,2010 Ford Edge SEL,7500, good, 2FMDK3JCXABA15431, 6 cylinders, fwd, gas, 103341, black, mid-size, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/dana-point-2013-chevrolet-avalanche/6786821299.html,6786821299,2019-01-04 09:39,2013 Chevrolet 1500 Avalanche,28500, excellent,, 8 cylinders, rwd, gas, 56300, black, full-size, clean, automatic, truck
https://orangecounty.craigslist.org/cto/d/laguna-niguel-mitsubishi-evo/6786765523.html,6786765523,2019-01-04 08:51,2004 Mitsubishi Evo,20000, good,, 4 cylinders, 4wd, gas, 94000, blue,, lien, manual,
https://orangecounty.craigslist.org/cto/d/laguna-niguel/6786484634.html,6786484634,2019-01-03 20:13,2008 Bmw 535,6800, good,, 6 cylinders, rwd, gas, 160, black,, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2017-acura-mdx-sh-awd/6764927518.html,6764927518,2018-12-04 15:25,2017 acura mdx sh-awd w/tech,42500, like new,, 6 cylinders, 4wd, gas, 5500, blue, full-size, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2008-honda-odyssey/6786137341.html,6786137341,2019-01-03 12:08,2008 Honda Odyssey Touring,8999, excellent,, 6 cylinders,, gas, 144800,,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/dana-point-2007-mercedes-benz-s550/6781237518.html,6781237518,2018-12-27 10:58,2007 Mercedes Benz S550,7900, good,, 8 cylinders, rwd, gas, 133000, black,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/dana-point-2000-nissan-frontier-crew-cab/6775625370.html,6775625370,2018-12-18 10:30,2000 nissan frontier crew cab,4200, good,, 6 cylinders, rwd, gas, 122000, red,, salvage, automatic, truck
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2003-mercedes-benz-cl55/6786115613.html,6786115613,2019-01-03 11:47,2003 Mercedes Benz CL55 AMG,12150, excellent, WDBPJ74J03A034184, 8 cylinders, rwd, gas, 120089, silver, full-size, clean, automatic, coupe
https://orangecounty.craigslist.org/cto/d/aliso-viejo-1997-mercedes-benz-e420/6786111271.html,6786111271,2019-01-03 11:43,1997 mercedes benz e420,4700, excellent,, 8 cylinders, rwd, gas, 110000, silver, full-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/san-juan-capistrano-2001-gmc-yukon/6785801926.html,6785801926,2019-01-03 06:45,2001 GMC Yukon SLE,3250, good,, 8 cylinders, fwd, gas, 154320, green, full-size, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2004-nissan-xterra-grey/6785698942.html,6785698942,2019-01-02 23:17,2004 nissan xterra,3200, fair,, 6 cylinders, rwd, gas, 170000, grey, full-size, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2004-dodge-ram-3500/6764278543.html,6764278543,2018-12-03 22:26,2003 dodge ram 3500 slt,22000, good,, 6 cylinders, 4wd, diesel, 198000, silver, full-size, clean, automatic, truck
https://orangecounty.craigslist.org/cto/d/dana-point-300zx-turbo/6785632361.html,6785632361,2019-01-02 19:25,1987 nissan 300zx,6000, good,, 6 cylinders, rwd, gas, 186484, black, compact, clean, manual, hatchback
https://orangecounty.craigslist.org/cto/d/dana-point-300zx-turbo/6785632028.html,6785632028,2019-01-02 19:24,1987 nissan 300zx,6000, good,, 6 cylinders, rwd, gas, 186484, black, compact, clean, manual, hatchback
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2006-chevy-2500-duramax/6771535633.html,6771535633,2018-12-13 00:22,2006 chevy 2500hd,23000, excellent,,, rwd, diesel, 130000,,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/2005-audi-a4-quattro-32l-awd/6785543366.html,6785543366,2019-01-02 16:45,2005 2005 Audi A4 Quattro,3400, excellent, WAUDG68E15A44929, 6 cylinders, 4wd, gas, 94000, red, compact, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2018-chevy-tahoe-z71-4x4/6770566570.html,6770566570,2018-12-11 16:37,2018 Chevrolet Tahoe,49900, like new, 1GNSKBKC1JR236571, 8 cylinders, 4wd, gas, 11500, white, full-size, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2003-chevrolet-s10-low/6785353000.html,6785353000,2019-01-02 12:59,2003 Chevrolet s10,5500, excellent, 1Gccs19x138253492, 6 cylinders,, gas, 61950, white,, clean, automatic, pickup
https://orangecounty.craigslist.org/cto/d/laguna-niguel-meyers-towd/6785233286.html,6785233286,2019-01-02 11:08,1969 Meyers Tow'd,13999, like new, TF495G943R, 4 cylinders, rwd, gas, 8, red,, clean, manual, offroad
https://orangecounty.craigslist.org/cto/d/dana-point-2013-bmw-528i-under-warranty/6785213285.html,6785213285,2019-01-02 10:51,2013 bmw 528i,16500,,,,, gas, 56000,,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/dana-point-toyota-truck-pre-runner/6784810718.html,6784810718,2019-01-01 20:11,2012 Toyota pick up pre runer,14500, excellent,, 4 cylinders, rwd, gas, 148000, white, mid-size, clean, automatic,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2007-bmw-335i-turbo/6768725734.html,6768725734,2018-12-09 12:43,2007 BMW 335i,8999,,,,, gas, 69380,,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-toyota-highlander/6784727965.html,6784727965,2019-01-01 17:04,2015 toyota highlander hybrid,39995, excellent,, 6 cylinders,, hybrid, 46000, brown, full-size, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/dana-point-1999-porsche-carrera-4/6784471321.html,6784471321,2019-01-01 10:26,1999 porsche 911 carrera 4,18999, like new,, 6 cylinders, 4wd, gas, 23396, blue, compact, clean, manual, convertible
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2018-chevy-colorado-z71/6784169053.html,6784169053,2018-12-31 15:22,2018 chevrolet colorado crew cab,31550, excellent,, 6 cylinders, 4wd, gas, 4060, grey, full-size, clean, automatic, truck
https://orangecounty.craigslist.org/cto/d/dana-point-scion-xb-04/6783686830.html,6783686830,2018-12-30 22:08,2004 Scion XB,3300, excellent,,,, gas, 175, white,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-high-performance-series/6770266609.html,6770266609,2018-12-11 10:58,2013 BMW 5 series 535i - M Series,22444, excellent, WBAFR7C55DC828501, 6 cylinders, rwd, gas, 54728, white, mid-size, clean, other, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2012-mini-countryman/6783029365.html,6783029365,2018-12-29 17:46,2012 cooper countryman mini,12499, excellent, WMWZB3C52CWM05916, 4 cylinders, rwd, gas, 45300, white, sub-compact, clean, automatic, hatchback
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2007-toyota-prius-hybrid/6782974802.html,6782974802,2018-12-29 15:56,2007 Toyota Prius,8000, like new,,,, gas, 90000, white,, clean, automatic, hatchback
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2007-audi-a4-20t/6782965674.html,6782965674,2018-12-29 15:40,2007 audi a4 2.0t,4200,,,,, gas, 130000,,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/toyota-camry-le-2015/6769734987.html,6769734987,2018-12-10 16:48,2015 Camry LE,12499, excellent, 4T4BF1FK2FR471849, 4 cylinders, fwd, gas, 78300, blue, full-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2006-scion-xb-clean-title/6761135763.html,6761135763,2018-11-30 00:45,2006 Scion XB,4000, good, JTLKT324964115624, 4 cylinders, fwd, gas, 135245, black, compact, clean, automatic, wagon
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2009-white-toyota-camry/6781334521.html,6781334521,2018-12-27 12:36,2009 toyota camry le,5500, like new,, 6 cylinders, fwd, gas, 130000, white, full-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-ford-f150-supercrew-cab/6768786106.html,6768786106,2018-12-09 14:06,2007 Ford F150 XLT,8900, good,, 8 cylinders, rwd, gas, 137000, blue, full-size, clean, automatic, truck
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2011-hyundai-sonata/6780868395.html,6780868395,2018-12-26 20:59,2011 hyundai sonata,8000, good, 5NPEC4AC0BH282384, 4 cylinders, fwd, gas, 96000, black, full-size, parts only, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-hyundai-2012/6780858650.html,6780858650,2018-12-26 20:26,2012 Hyundai Genesis,13500, excellent,,,, gas, 35000, silver,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2002-mountaineer/6780786767.html,6780786767,2018-12-26 17:30,2002 Mountaineer,3000,,,,, gas, 145000,,, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/dana-point-1999-toyota-tacoma/6774227569.html,6774227569,2018-12-16 13:56,1999 Toyota Tacoma,8000, good,, 4 cylinders, 4wd, gas, 170090,,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/dana-point-2004-infinity-fx45/6780615933.html,6780615933,2018-12-26 13:26,2004 infinity fx45,4000,,,,, gas, 145000,,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2015-mk7-vw-golf-tdi-se/6760063850.html,6760063850,2018-11-28 15:08,2015 VW Golf TDI SE,13800, excellent,, 4 cylinders, fwd, diesel, 65000, grey, compact, clean, automatic, hatchback
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2011-land-rover-lr4-hse/6759989643.html,6759989643,2018-11-28 13:46,2011 land rover lr4 hse lux,19900, excellent,, 8 cylinders, 4wd, gas, 93000, black, full-size, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/laguna-niguel-sonata-20/6779358048.html,6779358048,2018-12-23 19:33,2013 SONATA,9500, like new, 5NPEC4AB0DH662464, 4 cylinders, fwd, gas, 89365, blue, mid-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-s-2011-subaru-wrx-sedan/6779332503.html,6779332503,2018-12-23 18:03,2011 subaru impreza wrx premium,20000, excellent, JF1GV7F69BG523201, 4 cylinders, 4wd, gas, 58000, blue, mid-size, clean, manual, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2008-gs350-nav/6779329980.html,6779329980,2018-12-23 17:56,2008 GS350,9500, excellent, JTHBE96SX80039924, 6 cylinders, rwd, gas, 129000, grey, full-size, clean, automatic, sedan
https://losangeles.craigslist.org/lgb/cto/d/laguna-niguel-2012-audi-a4-quattro/6778808911.html,6778808911,2018-12-22 16:29,2012 audi a4 2.0t premium,6000, good,,, 4wd, gas, 162000,,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2012-audi-a4-quattro/6778806507.html,6778806507,2018-12-22 16:24,2012 audi a4 2.0t quattro,6000, good,,, rwd, gas, 162000, grey,, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-toyota-prius-2017/6778763863.html,6778763863,2018-12-22 14:57,2017 toyota prius hybrid,19900, like new, jTDKARFU0H3036110, 4 cylinders, fwd, gas, 48250, black, full-size, clean, automatic, hatchback
https://orangecounty.craigslist.org/cto/d/dana-point-1982-jeep-cj7-4x4-original/6755318304.html,6755318304,2018-11-22 18:52,1982 Jeep cj,9000,,,,, gas, 87819,,, clean, manual,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2014-mercedes-cla-250-no/6774152139.html,6774152139,2018-12-16 12:13,2014 CLA-250,20899, excellent,, 4 cylinders,, gas, 42000, black,, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-bmw-528i-series-2012/6778282978.html,6778282978,2018-12-21 21:24,2012 bmw 5 series 528i,11995, excellent, WBAXG5C57CDY28975, 4 cylinders, rwd, gas, 79000, black, mid-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2005-toyota-prius-clean/6778111288.html,6778111288,2018-12-21 14:45,2005 toyota prius,4950, good, JTDKB20UX53054932,, fwd, hybrid, 119303, silver,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/aliso-viejo-2012-lexus-es350-price/6778041986.html,6778041986,2018-12-21 13:14,2012 Lexus ES350,19750, like new,, 6 cylinders, fwd, gas, 33500, black, full-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/dana-point-bmw-x3/6777983691.html,6777983691,2018-12-21 12:02,2004 BMW,7500, excellent,, 4 cylinders, 4wd, gas, 95000, grey, mid-size, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/laguna-niguel-hyundai-sonata-2014/6777581039.html,6777581039,2018-12-20 22:33,2014 hundai sonata,10600, excellent,, 4 cylinders,, gas, 85222, white,, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2003-tacoma-extra-cab-off/6777190233.html,6777190233,2018-12-20 11:02,2003 toyota tacoma v6,9250, excellent,, 6 cylinders,, gas, 127000,,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-convertible-driving-fun/6776520789.html,6776520789,2018-12-19 12:31,2002 Porsche Boxster,6000, excellent, WPOCA29872U624288, 6 cylinders, rwd, gas, 177350, grey,, clean, manual, convertible
https://losangeles.craigslist.org/wst/cto/d/laguna-niguel-2010-bmw-328i/6758900947.html,6758900947,2018-11-27 10:33,2010 bmw 3 series 328i,7200, like new,, 6 cylinders, rwd, gas, 127000, white, mid-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/laguna-niguel-1999-mazda-miata/6775828226.html,6775828226,2018-12-18 14:07,1999 Mazda Miata,3400,, JM1NB3539X0111807, 4 cylinders, rwd, gas, 114000, black,, clean, automatic, convertible
https://orangecounty.craigslist.org/cto/d/2006-bmw-525/6766317311.html,6766317311,2018-12-06 10:21,2006 bmw 525i,8700, excellent, WBANE53516CK90250, 6 cylinders, rwd, gas, 82000, white, full-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/2007-minni-cooper-6-speed-sport/6766317673.html,6766317673,2018-12-06 10:21,2007 mini cooper,5900, excellent, WMWMF735X7TL87775, 6 cylinders,, gas, 124000, grey,, clean, manual,
https://orangecounty.craigslist.org/cto/d/san-juan-capistrano-1999-plymouth/6775387621.html,6775387621,2018-12-18 06:21,1999 PLYMOUH PROWLER,24990, excellent, 1P3EW65GXXV501312, 6 cylinders, rwd, gas, 35300, purple, compact, clean, other, convertible
https://orangecounty.craigslist.org/cto/d/aliso-viejo-great-black-lexus-for-sale/6775051075.html,6775051075,2018-12-17 14:39,2008 lexus rx 350,12500, excellent, 2T2GK31U78C056851, 6 cylinders, 4wd, gas, 95782, black, full-size, clean, automatic, SUV
https://orangecounty.craigslist.org/cto/d/laguna-niguel-1995-m3-2dr-5speed-blk/6775007954.html,6775007954,2018-12-17 13:49,1995 Bmw M3,7000, good,,, rwd, gas, 200, black,, clean, manual,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2006-subaru-impreza-wagon/6774988711.html,6774988711,2018-12-17 13:28,2006 subaru impreza wagon,7000,,, 4 cylinders,, gas, 109000, silver,, salvage, automatic,
https://orangecounty.craigslist.org/cto/d/2006-bmw-525/6764636361.html,6764636361,2018-12-04 10:27,2006 bmw 525i,8700, excellent, WBANE53516CK90250, 6 cylinders, rwd, gas, 82000, white, full-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/2007-minni-cooper-6-speed-sport/6764636814.html,6764636814,2018-12-04 10:28,2007 mini cooper,5900, excellent, WMWMF735X7TL87775, 6 cylinders,, gas, 124000, grey,, clean, manual,
https://orangecounty.craigslist.org/cto/d/laguna-niguel-2007-ford-ranger/6774182903.html,6774182903,2018-12-16 12:54,2007 ford ranger,3800, good,, 4 cylinders, rwd, gas, 115000, white,, salvage, manual, pickup
https://orangecounty.craigslist.org/cto/d/laguna-niguel-bmw-535i-4-door-black/6774152737.html,6774152737,2018-12-16 12:14,2008 BMW 5 series 535i,7775, excellent,, 6 cylinders, fwd, gas, 138000, black, full-size, clean, automatic, sedan
https://orangecounty.craigslist.org/cto/d/dana-point-2012-porsche-panamera/6756735234.html,6756735234,2018-11-24 16:37,2012 porsche panamera,29000, excellent, WP0AA2A77CL070722, 6 cylinders,, gas, 80500, white,, clean, automatic,
https://orangecounty.craigslist.org/cto/d/dana-point-2017-chevy-silverado-1500-lt/6773885168.html,6773885168,2018-12-16 05:35,2017 Chevrolet Silverado 1500 LT,32900, like new, 3GCPCREC4HG117861, 8 cylinders, rwd, gas, 21000, black, full-size, clean, automatic, pickup
